id,cedulaPostulante,numeroOpcion,nombreCarrera,tipoExamen,fecha,hora,lugar,aula,puntajeObtenido
,1101000546,2,Medicina,ADMISION,2024-11-15,09:00,Campus Utpl,125,77.57
,1101000547,1,Agropecuaria,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,126,60.71
,1101000547,2,Psicologia Clinica,ADMISION,2024-11-16,10:00,Campus Utpl,126,60.71
,1101000548,1,Psicologia,ADMISION,2024-11-15,09:00,Campus Utpl,127,21.9
,1101000548,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,09:00,Campus Utpl,127,21.9
,1101000549,1,Finanzas,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,128,62.09
,1101000549,2,Agropecuaria,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,128,62.09
,1101000550,1,Geologia,ADMISION,2024-11-15,15:00,Campus Utpl,129,75.56
,1101000550,2,Psicologia Clinica,ADMISION,2024-11-15,15:00,Campus Utpl,129,75.56
,1101000551,1,Artes Visuales,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,101,68.09
,1101000551,2,Economia,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,101,68.09
,1101000552,1,Biologia,ADMISION,2024-11-15,15:00,Campus Utpl,102,62.82
,1101000552,2,Telecomunicaciones,ADMISION,2024-11-15,15:00,Campus Utpl,102,62.82
,1101000553,1,Telecomunicaciones,ADMISION,2024-11-16,10:00,Campus Utpl,103,64.63
,1101000553,2,Economia,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,103,64.63
,1101000554,1,Educacion Basica,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,104,78.86
,1101000554,2,Agropecuaria,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,104,78.86
,1101000555,1,Ingenieria Civil,ADMISION,2024-11-16,15:00,Campus Utpl,105,57.96
,1101000555,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,105,57.96
,1101000556,1,Marketing,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,106,13.14
,1101000556,2,Educacion Basica,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,106,13.14
,1101000557,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,107,32.67
,1101000557,2,Economia,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,107,32.67
,1101000558,1,Ingenieria Ambiental,ADMISION,2024-11-15,09:00,Campus Utpl,108,17.56
,1101000558,2,Educacion Basica,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,108,17.56
,1101000559,1,Artes Escenicas,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,109,78.65
,1101000559,2,Medicina,ADMISION,2024-11-16,10:00,Campus Utpl,109,78.65
,1101000560,1,Comunicacion,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,110,53.09
,1101000560,2,Ingenieria Ambiental,ADMISION,2024-11-15,10:00,Campus Utpl,110,53.09
,1101000561,1,Marketing,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,111,83.05
,1101000561,2,Medicina,ADMISION,2024-11-16,10:00,Campus Utpl,111,83.05
,1101000562,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,11:00,Campus Utpl,112,91.4
,1101000562,2,Economia,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,112,91.4
,1101000563,1,Derecho,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,113,96.74
,1101000563,2,Psicologia Clinica,ADMISION,2024-11-16,10:00,Campus Utpl,113,96.74
,1101000564,1,Artes Visuales,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,114,74.66
,1101000564,2,Educacion Basica,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,114,74.66
,1101000565,1,Finanzas,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,115,80.42
,1101000565,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,115,80.42
,1101000566,1,Nutricion y Dietetica,ADMISION,2024-11-15,09:00,Campus Utpl,116,96.29
,1101000566,2,Medicina,ADMISION,2024-11-15,09:00,Campus Utpl,116,96.29
,1101000567,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,09:00,Campus Utpl,117,75.42
,1101000567,2,Psicopedagogia,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,117,75.42
,1101000568,1,Finanzas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,118,86.01
,1101000568,2,Artes Escenicas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,118,86.01
,1101000569,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,119,67.44
,1101000569,2,Psicologia Clinica,ADMISION,2024-11-16,11:00,Campus Utpl,119,67.44
,1101000570,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,120,96.73
,1101000570,2,Psicologia Clinica,ADMISION,2024-11-15,14:00,Campus Utpl,120,96.73
,1101000571,1,Geologia,ADMISION,2024-11-16,11:00,Campus Utpl,121,36.58
,1101000571,2,Agropecuaria,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,121,36.58
,1101000572,1,Educacion Basica,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,122,1.39
,1101000572,2,Artes Visuales,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,122,1.39
,1101000573,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,123,12.36
,1101000573,2,Marketing,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,123,12.36
,1101000574,1,Nutricion y Dietetica,ADMISION,2024-11-15,15:00,Campus Utpl,124,67.28
,1101000574,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,124,67.28
,1101000575,1,Artes Escenicas,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,125,26.22
,1101000575,2,Biologia,ADMISION,2024-11-16,11:00,Campus Utpl,125,26.22
,1101000576,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,10:00,Campus Utpl,126,82.24
,1101000576,2,Biologia,ADMISION,2024-11-15,10:00,Campus Utpl,126,82.24
,1101000577,1,Enfermeria,ADMISION,2024-11-16,09:00,Campus Utpl,127,10.83
,1101000577,2,Artes Escenicas,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,127,10.83
,1101000578,1,Telecomunicaciones,ADMISION,2024-11-15,14:00,Campus Utpl,128,47.15
,1101000578,2,Artes Escenicas,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,128,47.15
,1101000579,1,Biologia,ADMISION,2024-11-16,14:00,Campus Utpl,129,88.42
,1101000579,2,Alimentos,ADMISION,2024-11-16,14:00,Campus Utpl,129,88.42
,1101000580,1,Telecomunicaciones,ADMISION,2024-11-15,14:00,Campus Utpl,101,32.8
,1101000580,2,Artes Visuales,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,101,32.8
,1101000581,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,08:00,Campus Utpl,102,22.14
,1101000581,2,Enfermeria,ADMISION,2024-11-16,08:00,Campus Utpl,102,22.14
,1101000582,1,Ingenieria Civil,ADMISION,2024-11-15,11:00,Campus Utpl,103,63.54
,1101000582,2,Administracion de Empresas,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,103,63.54
,1101000583,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,10:00,Campus Utpl,104,90.94
,1101000583,2,Agropecuaria,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,104,90.94
,1101000584,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,105,64.92
,1101000584,2,Ingenieria Civil,ADMISION,2024-11-15,08:00,Campus Utpl,105,64.92
,1101000585,1,Medicina,ADMISION,2024-11-16,08:00,Campus Utpl,106,13.98
,1101000585,2,Artes Visuales,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,106,13.98
,1101000586,1,Psicologia Clinica,ADMISION,2024-11-15,11:00,Campus Utpl,107,30.44
,1101000586,2,Nutricion y Dietetica,ADMISION,2024-11-15,11:00,Campus Utpl,107,30.44
,1101000587,1,Marketing,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,108,11.61
,1101000587,2,Derecho,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,108,11.61
,1101000588,1,Biologia,ADMISION,2024-11-15,09:00,Campus Utpl,109,88.73
,1101000588,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,109,88.73
,1101000589,1,Economia,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,110,38.86
,1101000589,2,Finanzas,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,110,38.86
,1101000590,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,111,67.05
,1101000590,2,Nutricion y Dietetica,ADMISION,2024-11-15,15:00,Campus Utpl,111,67.05
,1101000591,1,Psicopedagogia,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,112,69.65
,1101000591,2,Enfermeria,ADMISION,2024-11-16,14:00,Campus Utpl,112,69.65
,1101000592,1,Artes Visuales,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,113,41.91
,1101000592,2,Nutricion y Dietetica,ADMISION,2024-11-15,15:00,Campus Utpl,113,41.91
,1101000593,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,114,72.66
,1101000593,2,Educacion Basica,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,114,72.66
,1101000594,1,Finanzas,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,115,65.49
,1101000594,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,11:00,Campus Utpl,115,65.49
,1101000595,1,Educacion Basica,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,116,61.57
,1101000595,2,Psicopedagogia,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,116,61.57
,1101000596,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,117,3.27
,1101000596,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,10:00,Campus Utpl,117,3.27
,1101000597,1,Marketing,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,118,21.73
,1101000597,2,Administracion de Empresas,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,118,21.73
,1101000598,1,Economia,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,119,95.06
,1101000598,2,Medicina,ADMISION,2024-11-15,10:00,Campus Utpl,119,95.06
,1101000599,1,Psicologia Clinica,ADMISION,2024-11-16,15:00,Campus Utpl,120,9.94
,1101000599,2,Bioquimica y Farmacia,ADMISION,2024-11-16,15:00,Campus Utpl,120,9.94
,1101000600,1,Alimentos,ADMISION,2024-11-15,15:00,Campus Utpl,121,36.73
,1101000600,2,Marketing,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,121,36.73
,1101000601,1,Ingenieria Ambiental,ADMISION,2024-11-16,11:00,Campus Utpl,122,35.87
,1101000601,2,Arquitectura,ADMISION,2024-11-16,11:00,Campus Utpl,122,35.87
,1101000602,1,Medicina,ADMISION,2024-11-15,08:00,Campus Utpl,123,27.59
,1101000602,2,Administracion de Empresas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,123,27.59
,1101000603,1,Finanzas,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,124,94.9
,1101000603,2,Ingenieria Civil,ADMISION,2024-11-16,11:00,Campus Utpl,124,94.9
,1101000604,1,Alimentos,ADMISION,2024-11-15,09:00,Campus Utpl,125,9.17
,1101000604,2,Finanzas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,125,9.17
,1101000605,1,Nutricion y Dietetica,ADMISION,2024-11-16,14:00,Campus Utpl,126,64.17
,1101000605,2,Administracion de Empresas,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,126,64.17
,1101000606,1,Agropecuaria,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,127,97.11
,1101000606,2,Psicopedagogia,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,127,97.11
,1101000607,1,Ingenieria Civil,ADMISION,2024-11-16,09:00,Campus Utpl,128,78.68
,1101000607,2,Ingenieria Ambiental,ADMISION,2024-11-16,09:00,Campus Utpl,128,78.68
,1101000608,1,Derecho,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,129,98.88
,1101000608,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,129,98.88
,1101000609,1,Medicina,ADMISION,2024-11-16,14:00,Campus Utpl,101,20.52
,1101000609,2,Educacion Basica,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,101,20.52
,1101000610,1,Economia,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,102,20.72
,1101000610,2,Artes Visuales,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,102,20.72
,1101000611,1,Agropecuaria,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,103,81.31
,1101000611,2,Artes Visuales,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,103,81.31
,1101000612,1,Psicologia Clinica,ADMISION,2024-11-15,09:00,Campus Utpl,104,32.86
,1101000612,2,Telecomunicaciones,ADMISION,2024-11-15,09:00,Campus Utpl,104,32.86
,1101000613,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,105,78.86
,1101000613,2,Derecho,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,105,78.86
,1101000614,1,Biologia,ADMISION,2024-11-15,09:00,Campus Utpl,106,0.28
,1101000614,2,Finanzas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,106,0.28
,1101000615,1,Bioquimica y Farmacia,ADMISION,2024-11-16,14:00,Campus Utpl,107,98.75
,1101000615,2,Derecho,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,107,98.75
,1101000616,1,Biologia,ADMISION,2024-11-15,09:00,Campus Utpl,108,25.07
,1101000616,2,Nutricion y Dietetica,ADMISION,2024-11-15,09:00,Campus Utpl,108,25.07
,1101000617,1,Comunicacion,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,109,10.99
,1101000617,2,Psicologia,ADMISION,2024-11-16,08:00,Campus Utpl,109,10.99
,1101000618,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,110,13.18
,1101000618,2,Psicologia,ADMISION,2024-11-15,10:00,Campus Utpl,110,13.18
,1101000619,1,Arquitectura,ADMISION,2024-11-16,09:00,Campus Utpl,111,79
,1101000619,2,Economia,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,111,79
,1101000620,1,Artes Visuales,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,112,58.89
,1101000620,2,Artes Escenicas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,112,58.89
,1101000621,1,Medicina,ADMISION,2024-11-16,08:00,Campus Utpl,113,17.42
,1101000621,2,Ingenieria Ambiental,ADMISION,2024-11-16,08:00,Campus Utpl,113,17.42
,1101000622,1,Ingenieria Ambiental,ADMISION,2024-11-15,11:00,Campus Utpl,114,12.68
,1101000622,2,Educacion Basica,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,114,12.68
,1101000623,1,Nutricion y Dietetica,ADMISION,2024-11-16,15:00,Campus Utpl,115,52.61
,1101000623,2,Marketing,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,115,52.61
,1101000624,1,Alimentos,ADMISION,2024-11-15,11:00,Campus Utpl,116,6.36
,1101000624,2,Telecomunicaciones,ADMISION,2024-11-15,11:00,Campus Utpl,116,6.36
,1101000625,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,14:00,Campus Utpl,117,77.8
,1101000625,2,Telecomunicaciones,ADMISION,2024-11-16,14:00,Campus Utpl,117,77.8
,1101000626,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,118,59.37
,1101000626,2,Psicologia Clinica,ADMISION,2024-11-15,11:00,Campus Utpl,118,59.37
,1101000627,1,Arquitectura,ADMISION,2024-11-16,14:00,Campus Utpl,119,50.38
,1101000627,2,Psicologia,ADMISION,2024-11-16,14:00,Campus Utpl,119,50.38
,1101000628,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,120,4.34
,1101000628,2,Ingenieria Civil,ADMISION,2024-11-15,15:00,Campus Utpl,120,4.34
,1101000629,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,121,52.15
,1101000629,2,Geologia,ADMISION,2024-11-16,11:00,Campus Utpl,121,52.15
,1101000630,1,Geologia,ADMISION,2024-11-15,08:00,Campus Utpl,122,64.33
,1101000630,2,Biologia,ADMISION,2024-11-15,08:00,Campus Utpl,122,64.33
,1101000631,1,Artes Visuales,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,123,6.08
,1101000631,2,Ingenieria Civil,ADMISION,2024-11-16,11:00,Campus Utpl,123,6.08
,1101000632,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,11:00,Campus Utpl,124,84.73
,1101000632,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,124,84.73
,1101000633,1,Artes Visuales,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,125,68.61
,1101000633,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,11:00,Campus Utpl,125,68.61
,1101000634,1,Artes Visuales,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,126,71.24
,1101000634,2,Nutricion y Dietetica,ADMISION,2024-11-15,11:00,Campus Utpl,126,71.24
,1101000635,1,Artes Escenicas,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,127,7.35
,1101000635,2,Ingenieria Civil,ADMISION,2024-11-16,08:00,Campus Utpl,127,7.35
,1101000636,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,128,32.21
,1101000636,2,Nutricion y Dietetica,ADMISION,2024-11-15,09:00,Campus Utpl,128,32.21
,1101000637,1,Ingenieria Civil,ADMISION,2024-11-16,10:00,Campus Utpl,129,6.57
,1101000637,2,Arquitectura,ADMISION,2024-11-16,10:00,Campus Utpl,129,6.57
,1101000638,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,101,62.43
,1101000638,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,14:00,Campus Utpl,101,62.43
,1101000639,1,Telecomunicaciones,ADMISION,2024-11-16,10:00,Campus Utpl,102,54.84
,1101000639,2,Economia,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,102,54.84
,1101000640,1,Artes Visuales,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,103,38.09
,1101000640,2,Artes Escenicas,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,103,38.09
,1101000641,1,Comunicacion,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,104,53.06
,1101000641,2,Enfermeria,ADMISION,2024-11-16,11:00,Campus Utpl,104,53.06
,1101000642,1,Arquitectura,ADMISION,2024-11-15,11:00,Campus Utpl,105,50.56
,1101000642,2,Economia,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,105,50.56
,1101000643,1,Comunicacion,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,106,9.92
,1101000643,2,Ingenieria Civil,ADMISION,2024-11-16,15:00,Campus Utpl,106,9.92
,1101000644,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,107,11.44
,1101000644,2,Artes Visuales,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,107,11.44
,1101000645,1,Enfermeria,ADMISION,2024-11-16,14:00,Campus Utpl,108,65.09
,1101000645,2,Alimentos,ADMISION,2024-11-16,14:00,Campus Utpl,108,65.09
,1101000646,1,Biologia,ADMISION,2024-11-15,09:00,Campus Utpl,109,72.08
,1101000646,2,Derecho,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,109,72.08
,1101000647,1,Enfermeria,ADMISION,2024-11-16,09:00,Campus Utpl,110,43.01
,1101000647,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,09:00,Campus Utpl,110,43.01
,1101000648,1,Comunicacion,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,111,41.38
,1101000648,2,Ingenieria Ambiental,ADMISION,2024-11-15,11:00,Campus Utpl,111,41.38
,1101000649,1,Bioquimica y Farmacia,ADMISION,2024-11-16,15:00,Campus Utpl,112,39.87
,1101000649,2,Arquitectura,ADMISION,2024-11-16,15:00,Campus Utpl,112,39.87
,1101000650,1,Economia,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,113,9.51
,1101000650,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,113,9.51
,1101000651,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,114,31.25
,1101000651,2,Derecho,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,114,31.25
,1101000652,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,115,37.43
,1101000652,2,Ingenieria Ambiental,ADMISION,2024-11-15,09:00,Campus Utpl,115,37.43
,1101000653,1,Enfermeria,ADMISION,2024-11-16,11:00,Campus Utpl,116,68.68
,1101000653,2,Artes Visuales,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,116,68.68
,1101000654,1,Finanzas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,117,6.71
,1101000654,2,Psicologia,ADMISION,2024-11-15,08:00,Campus Utpl,117,6.71
,1101000655,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,118,9.32
,1101000655,2,Arquitectura,ADMISION,2024-11-16,08:00,Campus Utpl,118,9.32
,1101000656,1,Biologia,ADMISION,2024-11-15,10:00,Campus Utpl,119,74.46
,1101000656,2,Comunicacion,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,119,74.46
,1101000657,1,Comunicacion,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,120,81.18
,1101000657,2,Medicina,ADMISION,2024-11-16,14:00,Campus Utpl,120,81.18
,1101000658,1,Arquitectura,ADMISION,2024-11-15,14:00,Campus Utpl,121,6
,1101000658,2,Nutricion y Dietetica,ADMISION,2024-11-15,14:00,Campus Utpl,121,6
,1101000659,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,15:00,Campus Utpl,122,56.17
,1101000659,2,Telecomunicaciones,ADMISION,2024-11-16,15:00,Campus Utpl,122,56.17
,1101000660,1,Enfermeria,ADMISION,2024-11-15,10:00,Campus Utpl,123,12.22
,1101000660,2,Nutricion y Dietetica,ADMISION,2024-11-15,10:00,Campus Utpl,123,12.22
,1101000661,1,Arquitectura,ADMISION,2024-11-16,11:00,Campus Utpl,124,87.36
,1101000661,2,Economia,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,124,87.36
,1101000662,1,Biologia,ADMISION,2024-11-15,15:00,Campus Utpl,125,86.81
,1101000662,2,Medicina,ADMISION,2024-11-15,15:00,Campus Utpl,125,86.81
,1101000663,1,Ingenieria Civil,ADMISION,2024-11-16,10:00,Campus Utpl,126,5.14
,1101000663,2,Educacion Basica,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,126,5.14
,1101000664,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,10:00,Campus Utpl,127,60.04
,1101000664,2,Artes Escenicas,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,127,60.04
,1101000665,1,Geologia,ADMISION,2024-11-16,14:00,Campus Utpl,128,10.36
,1101000665,2,Telecomunicaciones,ADMISION,2024-11-16,14:00,Campus Utpl,128,10.36
,1101000666,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,15:00,Campus Utpl,129,21.27
,1101000666,2,Arquitectura,ADMISION,2024-11-15,15:00,Campus Utpl,129,21.27
,1101000667,1,Medicina,ADMISION,2024-11-16,08:00,Campus Utpl,101,48.22
,1101000667,2,Psicologia,ADMISION,2024-11-16,08:00,Campus Utpl,101,48.22
,1101000668,1,Comunicacion,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,102,35.01
,1101000668,2,Psicologia,ADMISION,2024-11-15,14:00,Campus Utpl,102,35.01
,1101000669,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,103,36.76
,1101000669,2,Alimentos,ADMISION,2024-11-16,10:00,Campus Utpl,103,36.76
,1101000670,1,Psicopedagogia,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,104,57.41
,1101000670,2,Telecomunicaciones,ADMISION,2024-11-15,11:00,Campus Utpl,104,57.41
,1101000671,1,Telecomunicaciones,ADMISION,2024-11-16,14:00,Campus Utpl,105,84.52
,1101000671,2,Ingenieria Civil,ADMISION,2024-11-16,14:00,Campus Utpl,105,84.52
,1101000672,1,Marketing,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,106,61.36
,1101000672,2,Artes Visuales,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,106,61.36
,1101000673,1,Ingenieria Ambiental,ADMISION,2024-11-16,14:00,Campus Utpl,107,55.67
,1101000673,2,Psicologia Clinica,ADMISION,2024-11-16,14:00,Campus Utpl,107,55.67
,1101000674,1,Biologia,ADMISION,2024-11-15,15:00,Campus Utpl,108,92.91
,1101000674,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,108,92.91
,1101000675,1,Psicologia,ADMISION,2024-11-16,09:00,Campus Utpl,109,26.74
,1101000675,2,Psicopedagogia,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,109,26.74
,1101000676,1,Economia,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,110,27.33
,1101000676,2,Arquitectura,ADMISION,2024-11-15,10:00,Campus Utpl,110,27.33
,1101000677,1,Artes Escenicas,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,111,92.15
,1101000677,2,Ingenieria Civil,ADMISION,2024-11-16,10:00,Campus Utpl,111,92.15
,1101000678,1,Derecho,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,112,0.61
,1101000678,2,Psicologia,ADMISION,2024-11-15,09:00,Campus Utpl,112,0.61
,1101000679,1,Comunicacion,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,113,56.63
,1101000679,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,113,56.63
,1101000680,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,15:00,Campus Utpl,114,6.96
,1101000680,2,Medicina,ADMISION,2024-11-15,15:00,Campus Utpl,114,6.96
,1101000681,1,Comunicacion,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,115,63.32
,1101000681,2,Finanzas,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,115,63.32
,1101000682,1,Ingenieria Ambiental,ADMISION,2024-11-15,14:00,Campus Utpl,116,9.18
,1101000682,2,Agropecuaria,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,116,9.18
,1101000683,1,Alimentos,ADMISION,2024-11-16,11:00,Campus Utpl,117,21.51
,1101000683,2,Comunicacion,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,117,21.51
